"Model","MAE","MAPE","RMSE","R_Squared","AIC","BIC"
"Prophet",7.72680720493478,3.75810220695086,11.6324295857347,NA,NA,NA
"ETS",9.52235125140643,4.41173782193382,14.3539280427664,NA,241.636299063678,248.297321614554
"Linear Regression",15.635169313554,8.30986495171231,20.74470039917,0.682620865178309,255.268843309415,259.265456839941
"ARIMA(Auto)",8.57878035400299,3.80668178695312,16.9652937989713,NA,232.487668249461,233.783505115466
